Mod:Item:MetaData, Localized Name
forestry:fence.gates.fireproof.larch:0, 抗燃落叶树栅栏门
forestry:fence.gates.teak:0, 柚树栅栏门
forestry:fence.gates.fireproof.teak:0, 抗燃柚树栅栏门
forestry:fence.gates.acacia:0, 金合欢树栅栏门
forestry:fence.gates.fireproof.acacia:0, 抗燃金合欢树栅栏门
forestry:fence.gates.lime:0, 酸橙树栅栏门
forestry:fence.gates.fireproof.lime:0, 抗燃酸橙树栅栏门
forestry:fence.gates.chestnut:0, 栗树栅栏门
forestry:fence.gates.fireproof.chestnut:0, 抗燃栗树栅栏门
forestry:fence.gates.wenge:0, 崖豆树栅栏门
forestry:fence.gates.fireproof.wenge:0, 抗燃崖豆树栅栏门
forestry:fence.gates.baobab:0, 猴面包树栅栏门
forestry:fence.gates.fireproof.baobab:0, 抗燃猴面包树栅栏门
forestry:fence.gates.sequoia:0, 红杉树栅栏门
forestry:fence.gates.fireproof.sequoia:0, 抗燃红杉树栅栏门
forestry:fence.gates.kapok:0, 木棉树栅栏门
forestry:fence.gates.fireproof.kapok:0, 抗燃木棉树栅栏门
forestry:fence.gates.ebony:0, 乌檀树栅栏门
forestry:fence.gates.fireproof.ebony:0, 抗燃乌檀树栅栏门
forestry:fence.gates.mahogany:0, 桃心树栅栏门
forestry:fence.gates.fireproof.mahogany:0, 抗燃桃心树栅栏门
forestry:fence.gates.balsa:0, 巴尔杉树栅栏门
forestry:fence.gates.fireproof.balsa:0, 抗燃巴尔杉树栅栏门
forestry:fence.gates.willow:0, 柳树栅栏门
forestry:fence.gates.fireproof.willow:0, 抗燃柳树栅栏门
forestry:fence.gates.walnut:0, 胡桃树栅栏门
forestry:fence.gates.fireproof.walnut:0, 抗燃胡桃树栅栏门
forestry:fence.gates.greenheart:0, 绿樟树栅栏门
forestry:fence.gates.fireproof.greenheart:0, 抗燃绿樟树栅栏门
forestry:fence.gates.cherry:0, 樱树栅栏门
forestry:fence.gates.fireproof.cherry:0, 抗燃樱树栅栏门
forestry:fence.gates.mahoe:0, 高槿树栅栏门
forestry:fence.gates.fireproof.mahoe:0, 抗燃高槿树栅栏门
forestry:fence.gates.poplar:0, 白杨树栅栏门
forestry:fence.gates.fireproof.poplar:0, 抗燃白杨树栅栏门
forestry:fence.gates.palm:0, 棕榈树栅栏门
forestry:fence.gates.fireproof.palm:0, 抗燃棕榈树栅栏门
forestry:fence.gates.papaya:0, 木瓜树栅栏门
forestry:fence.gates.fireproof.papaya:0, 抗燃木瓜树栅栏门
forestry:fence.gates.pine:0, 松树栅栏门
forestry:fence.gates.fireproof.pine:0, 抗燃松树栅栏门
forestry:fence.gates.plum:0, 李子树栅栏门
forestry:fence.gates.fireproof.plum:0, 抗燃李子树栅栏门
forestry:fence.gates.maple:0, 枫树栅栏门
forestry:fence.gates.fireproof.maple:0, 抗燃枫树栅栏门
forestry:fence.gates.citrus:0, 柑橘树栅栏门
forestry:fence.gates.fireproof.citrus:0, 抗燃柑橘树栅栏门
forestry:fence.gates.giganteum:0, 巨杉树栅栏门
forestry:fence.gates.fireproof.giganteum:0, 抗燃巨杉树栅栏门
forestry:fence.gates.ipe:0, 重蚁树栅栏门
forestry:fence.gates.fireproof.ipe:0, 抗燃重蚁树栅栏门
forestry:fence.gates.padauk:0, 紫檀树栅栏门
forestry:fence.gates.fireproof.padauk:0, 抗燃紫檀树栅栏门
forestry:fence.gates.cocobolo:0, 黄檀树栅栏门
forestry:fence.gates.fireproof.cocobolo:0, 抗燃黄檀树栅栏门
forestry:fence.gates.zebrawood:0, 斑木树栅栏门
forestry:fence.gates.fireproof.zebrawood:0, 抗燃斑木树栅栏门
forestry:fence.gates.vanilla.fireproof.oak:0, 抗燃橡木栅栏门
forestry:fence.gates.vanilla.fireproof.spruce:0, 抗燃云杉木栅栏门
forestry:fence.gates.vanilla.fireproof.birch:0, 抗燃白桦木栅栏门
forestry:fence.gates.vanilla.fireproof.jungle:0, 抗燃丛林木栅栏门
forestry:fence.gates.vanilla.fireproof.acacia:0, 抗燃金合欢栅栏门
forestry:fence.gates.vanilla.fireproof.dark_oak:0, 抗燃深色橡木栅栏门
forestry:stairs.larch:0, 落叶树楼梯
forestry:stairs.teak:0, 柚树楼梯
forestry:stairs.acacia:0, 金合欢树楼梯
forestry:stairs.lime:0, 酸橙树楼梯
forestry:stairs.chestnut:0, 栗树楼梯
forestry:stairs.wenge:0, 崖豆树楼梯
forestry:stairs.baobab:0, 猴面包树楼梯
forestry:stairs.sequoia:0, 红杉树楼梯
forestry:stairs.kapok:0, 木棉树楼梯
forestry:stairs.ebony:0, 乌檀树楼梯
forestry:stairs.mahogany:0, 桃心树楼梯
forestry:stairs.balsa:0, 巴尔杉树楼梯
forestry:stairs.willow:0, 柳树楼梯
forestry:stairs.walnut:0, 胡桃树楼梯
forestry:stairs.greenheart:0, 绿樟树楼梯
forestry:stairs.cherry:0, 樱树楼梯
forestry:stairs.mahoe:0, 高槿树楼梯
forestry:stairs.poplar:0, 白杨树楼梯
forestry:stairs.palm:0, 棕榈树楼梯
forestry:stairs.papaya:0, 木瓜树楼梯
forestry:stairs.pine:0, 松树楼梯
forestry:stairs.plum:0, 李子树楼梯
forestry:stairs.maple:0, 枫树楼梯
forestry:stairs.citrus:0, 柑橘树楼梯
forestry:stairs.giganteum:0, 巨杉树楼梯
forestry:stairs.ipe:0, 重蚁树楼梯
forestry:stairs.padauk:0, 紫檀树楼梯
forestry:stairs.cocobolo:0, 黄檀树楼梯
forestry:stairs.zebrawood:0, 斑木树楼梯
forestry:stairs.fireproof.larch:0, 抗燃落叶树楼梯
forestry:stairs.fireproof.teak:0, 抗燃柚树楼梯
forestry:stairs.fireproof.acacia:0, 抗燃金合欢树楼梯
forestry:stairs.fireproof.lime:0, 抗燃酸橙树楼梯
forestry:stairs.fireproof.chestnut:0, 抗燃栗树楼梯
forestry:stairs.fireproof.wenge:0, 抗燃崖豆树楼梯
forestry:stairs.fireproof.baobab:0, 抗燃猴面包树楼梯
forestry:stairs.fireproof.sequoia:0, 抗燃红杉树楼梯
forestry:stairs.fireproof.kapok:0, 抗燃木棉树楼梯
forestry:stairs.fireproof.ebony:0, 抗燃乌檀树楼梯
forestry:stairs.fireproof.mahogany:0, 抗燃桃心树楼梯
forestry:stairs.fireproof.balsa:0, 抗燃巴尔杉树楼梯
forestry:stairs.fireproof.willow:0, 抗燃柳树楼梯
forestry:stairs.fireproof.walnut:0, 抗燃胡桃树楼梯
forestry:stairs.fireproof.greenheart:0, 抗燃绿樟树楼梯
forestry:stairs.fireproof.cherry:0, 抗燃樱树楼梯
forestry:stairs.fireproof.mahoe:0, 抗燃高槿树楼梯
forestry:stairs.fireproof.poplar:0, 抗燃白杨树楼梯
forestry:stairs.fireproof.palm:0, 抗燃棕榈树楼梯
forestry:stairs.fireproof.papaya:0, 抗燃木瓜树楼梯
forestry:stairs.fireproof.pine:0, 抗燃松树楼梯
forestry:stairs.fireproof.plum:0, 抗燃李子树楼梯
forestry:stairs.fireproof.maple:0, 抗燃枫树楼梯
forestry:stairs.fireproof.citrus:0, 抗燃柑橘树楼梯
forestry:stairs.fireproof.giganteum:0, 抗燃巨杉树楼梯
forestry:stairs.fireproof.ipe:0, 抗燃重蚁树楼梯
forestry:stairs.fireproof.padauk:0, 抗燃紫檀树楼梯
forestry:stairs.fireproof.cocobolo:0, 抗燃黄檀树楼梯
forestry:stairs.fireproof.zebrawood:0, 抗燃斑木树楼梯
forestry:stairs.vanilla.fireproof.oak:0, 抗燃橡木楼梯
forestry:stairs.vanilla.fireproof.spruce:0, 抗燃云杉木楼梯
forestry:stairs.vanilla.fireproof.birch:0, 抗燃桦木楼梯
forestry:stairs.vanilla.fireproof.jungle:0, 抗燃丛林木楼梯
forestry:stairs.vanilla.fireproof.acacia:0, 抗燃金合欢木楼梯
forestry:stairs.vanilla.fireproof.dark_oak:0, 抗燃深色橡木楼梯
forestry:doors.larch:0, 落叶树门
forestry:doors.teak:0, 柚树门
forestry:doors.acacia:0, 金合欢树门
forestry:doors.lime:0, 酸橙树门
forestry:doors.chestnut:0, 栗树门
forestry:doors.wenge:0, 崖豆树门
forestry:doors.baobab:0, 猴面包树门
forestry:doors.sequoia:0, 红杉树门
forestry:doors.kapok:0, 木棉树门
forestry:doors.ebony:0, 乌檀树门
forestry:doors.mahogany:0, 桃心树门
forestry:doors.balsa:0, 巴尔杉树门
forestry:doors.willow:0, 柳树门
forestry:doors.walnut:0, 胡桃树门
forestry:doors.greenheart:0, 绿樟树门
forestry:doors.cherry:0, 樱树门
forestry:doors.mahoe:0, 高槿树门
forestry:doors.poplar:0, 白杨树门
forestry:doors.palm:0, 棕榈树门
forestry:doors.papaya:0, 木瓜树门
forestry:doors.pine:0, 松树门
forestry:doors.plum:0, 李子树门
forestry:doors.maple:0, 枫树门
forestry:doors.citrus:0, 柑橘树门
forestry:doors.giganteum:0, 巨杉树门
forestry:doors.ipe:0, 重蚁树门
forestry:doors.padauk:0, 紫檀树门
forestry:doors.cocobolo:0, 黄檀树门
forestry:doors.zebrawood:0, 斑木树门
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, 苹果橡树叶
forestry:leaves.decorative.0:1, 黑橡树叶
forestry:leaves.decorative.0:2, 银桦树叶
forestry:leaves.decorative.0:3, 银橙树叶
forestry:leaves.decorative.0:4, 胡桃树叶
forestry:leaves.decorative.0:5, 甜栗树叶
forestry:leaves.decorative.0:6, 山丘樱树叶
forestry:leaves.decorative.0:7, 柠檬树叶
forestry:leaves.decorative.0:8, 李子树叶
forestry:leaves.decorative.0:9, 糖枫树叶
forestry:leaves.decorative.0:10, 红果云杉树叶
forestry:leaves.decorative.0:11, 落叶松树叶
forestry:leaves.decorative.0:12, 西黄松树叶
forestry:leaves.decorative.0:13, 海岸红杉树叶
forestry:leaves.decorative.0:14, 巨杉树叶
forestry:leaves.decorative.0:15, 丛林树叶
forestry:leaves.decorative.1:0, 柚树叶
forestry:leaves.decorative.1:1, 重蚁树树叶
forestry:leaves.decorative.1:2, 木棉树叶
forestry:leaves.decorative.1:3, 乌檀树叶
forestry:leaves.decorative.1:4, 斑木树树叶
forestry:leaves.decorative.1:5, 黄桉树叶
forestry:leaves.decorative.1:6, 金合欢树叶
forestry:leaves.decorative.1:7, 沙漠刺槐树叶
forestry:leaves.decorative.1:8, 紫檀树树叶
forestry:leaves.decorative.1:9, 巴尔杉树叶
forestry:leaves.decorative.1:10, 黄檀树树叶
forestry:leaves.decorative.1:11, 崖豆树叶
forestry:leaves.decorative.1:12, 猴面包树叶
forestry:leaves.decorative.1:13, 高槿树叶
forestry:leaves.decorative.1:14, 银柳树叶
forestry:leaves.decorative.1:15, 绿心樟树叶
forestry:leaves.decorative.2:0, 木瓜树叶
forestry:leaves.decorative.2:1, 椰枣树叶
forestry:leaves.decorative.2:2, 白杨树叶
forestry:tree_chest:0, 林业员箱子
forestry:butterfly_chest:0, 鳞翅目昆虫学家箱子
forestry:cocoon:0, tile.for.cocoon.name
forestry:cocoon.solid:0, tile.for.cocoon.solid.name
forestry:bottler:0, 装瓶机
forestry:carpenter:0, 木工机
forestry:centrifuge:0, 离心机
forestry:fermenter:0, 发酵机
forestry:moistener:0, 加湿器
forestry:squeezer:0, 榨汁机
forestry:still:0, 蒸馏器
forestry:rainmaker:0, 造雨机
forestry:fabricator:0, 热电子加工台
forestry:raintank:0, 集雨蓄水槽
forestry:honeyed_slice, 蜂蜜面包
forestry:ambrosia, 仙馔密酒
forestry:honey_pot, 蜜罐
avaritia:resource:0, 钻石晶格
avaritia:resource:1, 水晶矩阵锭
avaritia:resource:2, 中子素尘埃
avaritia:resource:3, 中子素粒
avaritia:resource:4, 中子素锭
avaritia:resource:5, 无尽催化剂
avaritia:resource:6, 无尽之锭
avaritia:resource:7, 唱片碎片
avaritia:singularity:0, 奇点-铁
avaritia:singularity:1, 奇点-金
avaritia:singularity:2, 奇点-青金石
avaritia:singularity:3, 奇点-红石
avaritia:singularity:4, 奇点-下界石英
avaritia:singularity:5, 奇点-铜
avaritia:singularity:6, 奇点-锡
avaritia:singularity:7, 奇点-铅
avaritia:singularity:8, 奇点-银
avaritia:singularity:9, 奇点-镍
avaritia:singularity:10, 奇点-钻石
avaritia:singularity:11, 奇点-绿宝石
avaritia:singularity:12, 奇点-红石琥珀金
avaritia:singularity:13, 奇点-铂
avaritia:singularity:14, 奇点-铱
avaritia:infinity_sword, 寰宇支配之剑
avaritia:infinity_bow, 天堂陨落长弓
avaritia:infinity_pickaxe, 世界崩解之镐
avaritia:infinity_shovel, 星球吞噬之铲
avaritia:infinity_axe, 自然荒芜之斧
avaritia:infinity_hoe, 地蕴复生之锄
avaritia:infinity_helmet, 无尽头盔
avaritia:infinity_chestplate, 无尽胸甲
avaritia:infinity_pants, 无尽护腿
avaritia:infinity_boots, 无尽靴子
avaritia:skullfire_sword, 炽焰之啄颅剑
avaritia:endest_pearl, 终望珍珠
avaritia:ultimate_stew, 超级煲
avaritia:cosmic_meatballs, 寰宇肉丸
avaritia:matter_cluster, 物质团
avaritia:compressed_crafting_table, 压缩工作台
avaritia:double_compressed_crafting_table, 二重压缩工作台
avaritia:extreme_crafting_table, 终极工作台
avaritia:block_resource:0, 中子素块
avaritia:block_resource:1, 无尽块
avaritia:block_resource:2, 水晶矩阵
avaritia:neutron_collector, 中子素收集器
avaritia:neutronium_compressor, 中子素压缩机
plustic:alumitenugget, 耐酸铝粒
plustic:alumiteingot, 耐酸铝锭
plustic:alumiteblock, 耐酸铝块
plustic:plustic.molten_alumite, 熔融耐酸铝
plustic:invarnugget, 殷钢粒
plustic:invaringot, 殷钢锭
plustic:invarblock, 殷钢块
plustic:plustic.molten_osmium, 熔融锇
plustic:plustic.molten_refinedobsidian, 熔融强化黑曜石
plustic:plustic.molten_refinedglowstone, 强化荧石
plustic:osgloglasnugget, 锇荧黑曜合金粒
plustic:osgloglasingot, 锇荧黑曜合金锭
plustic:osgloglasblock, 锇荧黑曜合金块
plustic:plustic.molten_osgloglas, 熔融锇荧黑曜合金
plustic:osmiridiumnugget, 铱锇合金粒
plustic:osmiridiumingot, 铱锇合金锭
plustic:osmiridiumblock, 铱锇合金块
plustic:plustic.molten_osmiridium, 熔融铱锇合金
plustic:plustic.molten_infinity, 熔融无尽
extrautils2:snowglobe:0, 魔幻雪世界球
extrautils2:snowglobe:1, 魔幻雪世界球
extrautils2:wateringcan, 洒水壶
extrautils2:itemcreativedestructionwand, 创造破坏之杖
extrautils2:unstableingots:0, 不稳定金属锭
extrautils2:unstableingots:1, 稳定的不稳定金属粒
extrautils2:unstableingots:2, 稳定的不稳定金属锭
extrautils2:itembuilderswand, 建筑之杖
extrautils2:itemdestructionwand, 破坏之杖
extrautils2:itemcreativebuilderswand, 创造建筑之杖
extrautils2:soundmuffler, 消音器
extrautils2:enderlilly, 末影百合种子
extrautils2:decorativesolidwood:0, 魔法木板
extrautils2:decorativesolidwood:1, 魔法木头
extrautils2:decorativesolidwood:2, 錾制木头
extrautils2:trashcan, 垃圾桶
extrautils2:trashcanfluid, 垃圾桶（流体）
extrautils2:trashcanenergy, 垃圾桶（能量）
extrautils2:angelblock, 天使方块
extrautils2:passivegenerator:0, 太阳能面板
extrautils2:passivegenerator:1, 月光面板
extrautils2:passivegenerator:2, 熔岩发电机
extrautils2:passivegenerator:3, 水力发电机
extrautils2:passivegenerator:4, 风力发电机
extrautils2:passivegenerator:5, 火力发电机
extrautils2:passivegenerator:6, 创造模式发电机
extrautils2:passivegenerator:7, 手动发电机
extrautils2:passivegenerator:8, 龙蛋发电机
extrautils2:supermobspawner, 重构的刷怪箱
extrautils2:cursedearth, 诅咒之土
extrautils2:redstoneclock, 红石钟
extrautils2:compressedcobblestone:0, 压缩圆石
extrautils2:compressedcobblestone:1, 二重压缩圆石
extrautils2:compressedcobblestone:2, 三重压缩圆石
extrautils2:compressedcobblestone:3, 四重压缩圆石
extrautils2:compressedcobblestone:4, 五重压缩圆石
extrautils2:compressedcobblestone:5, 六重压缩圆石
extrautils2:compressedcobblestone:6, 七重压缩圆石
extrautils2:compressedcobblestone:7, 八重压缩圆石
extrautils2:compresseddirt:0, 压缩泥土
extrautils2:compresseddirt:1, 二重压缩泥土
extrautils2:compresseddirt:2, 三重压缩泥土
extrautils2:compresseddirt:3, 四重压缩泥土
extrautils2:compressedsand:0, 压缩沙子
extrautils2:compressedsand:1, 二重压缩沙子
extrautils2:compressedgravel:0, 压缩沙砾
extrautils2:compressedgravel:1, 二重压缩沙砾
extrautils2:compressednetherrack:0, 压缩地狱岩
extrautils2:compressednetherrack:1, 二重压缩地狱岩
extrautils2:compressednetherrack:2, 三重压缩地狱岩
extrautils2:compressednetherrack:3, 四重压缩地狱岩
extrautils2:compressednetherrack:4, 五重压缩地狱岩
extrautils2:compressednetherrack:5, 六重压缩地狱岩
extrautils2:glasscutter, 玻璃切割刀
extrautils2:endershard, 末影碎片
extrautils2:redorchid, 红兰花
extrautils2:sickle_wood, 木镰刀
extrautils2:sickle_stone, 石镰刀
extrautils2:sickle_iron, 铁镰刀
extrautils2:sickle_gold, 金镰刀
extrautils2:sickle_diamond, 钻石镰刀
extrautils2:poweroverload, 能量过载器
extrautils2:resonator, 共振仪
extrautils2:suncrystal, 太阳晶体
extrautils2:spotlight, 聚光灯
extrautils2:screen, 屏幕
extrautils2:decorativesolid:0, 镶边石头
extrautils2:decorativesolid:1, 交错石头
extrautils2:decorativesolid:2, 磨制石头
extrautils2:decorativesolid:3, 烧制石头
extrautils2:decorativesolid:4, 沙化玻璃
extrautils2:decorativesolid:5, 錾制石头
extrautils2:decorativesolid:6, 蓝色石英
extrautils2:decorativesolid:7, 焦黑石英
extrautils2:decorativesolid:8, 彩虹石
extrautils2:ingredients:0, 共振红石水晶
extrautils2:ingredients:1, 红石齿轮
extrautils2:ingredients:2, 红石之眼
extrautils2:ingredients:3, 月球之尘
extrautils2:ingredients:4, 红煤
extrautils2:ingredients:5, 月之石
extrautils2:ingredients:6, 速度升级
extrautils2:ingredients:7, 堆叠升级
extrautils2:ingredients:8, 挖掘升级
extrautils2:ingredients:9, 基础升级
extrautils2:ingredients:10, 邪恶点滴
extrautils2:ingredients:11, 恶魔锭
extrautils2:ingredients:12, 附魔锭
extrautils2:ingredients:13, 无线RF加热线圈
extrautils2:ingredients:14, 蓝色染料
extrautils2:ingredients:15, 速度升级（魔法）
extrautils2:ingredients:16, 速度升级（极限）
extrautils2:ingredients:17, 恶魔灌注铁锭
extrautils2:goldenlasso:0, 黄金套索
extrautils2:goldenlasso:1, 诅咒套索
extrautils2:chickenring:0, 鸡翅膀指环
extrautils2:chickenring:1, 飞行鱿鱼指环
extrautils2:angelring:0, 天使指环
extrautils2:angelring:1, 天使指环
extrautils2:angelring:2, 天使指环
extrautils2:angelring:3, 天使指环
extrautils2:angelring:4, 天使指环
extrautils2:angelring:5, 天使指环
extrautils2:powermanager, 能量管理器
extrautils2:bagofholding, 手袋
extrautils2:decorativeglass:0, 增厚玻璃
extrautils2:decorativeglass:1, 增厚玻璃（镶边）
extrautils2:decorativeglass:2, 增厚玻璃（印花）
extrautils2:decorativeglass:3, 暗色玻璃
extrautils2:decorativeglass:4, 荧石玻璃
extrautils2:decorativeglass:5, 红石玻璃
extrautils2:ineffableglass:0, 空灵玻璃
extrautils2:ineffableglass:1, 反转空灵玻璃
extrautils2:ineffableglass:2, 奇妙玻璃
extrautils2:ineffableglass:3, 深色奇妙玻璃
extrautils2:pipe, 传输管道
extrautils2:playerchest, 玩家箱子
extrautils2:wrench, 扳手
extrautils2:boomerang, 魔法回旋镖
extrautils2:book, 实用设备手册
extrautils2:contract, 契约
extrautils2:filter, 过滤器
extrautils2:filterfluids, 流体过滤
extrautils2:grocket:0, 传输节点（物品）
extrautils2:grocket:1, 过滤节点
extrautils2:grocket:2, 传输节点（流体）
extrautils2:grocket:3, 抽取节点（物品）
extrautils2:grocket:4, 抽取节点（流体）
extrautils2:grocket:5, 传输导管过滤器
extrautils2:grocket:6, 传输节点（能源）
extrautils2:indexer, 检索器
extrautils2:indexerremote, 检索遥控器
extrautils2:crafter, 合成器
extrautils2:scanner, 扫描仪
extrautils2:miner, 挖掘器
extrautils2:user, 使用者
extrautils2:klein:0, 克莱因瓶
extrautils2:drum:0, 石桶
extrautils2:drum:1, 铁桶
extrautils2:drum:2, 强化桶
extrautils2:drum:3, 恶魔桶
extrautils2:drum:4, 创造桶
extrautils2:machine:0, 机器方块
extrautils2:machine:0, 电炉
